Dosya,Şirket Adı,Web Sitesi,Eksik Link Sayısı,Eksik Linkler
karyabt.json,Karyabt,https://karyabt.com,2,"youtube, github"
kivacrm.json,Kivacrm,https://kivacrm.com,2,"instagram, github"
kolaysoft.json,Kolaysoft,https://kolaysoft.com.tr,2,"linkedin, github"
kron.json,Kron,https://kron.com.tr,2,"linkedin, github"
lenovo.json,Lenovo,https://lenovo.com,2,"linkedin, github"
lexmark.json,Lexmark,https://lexmark.com,2,"instagram, github"
lupe.json,Lupe,https://lupe.com.tr,2,"x, github"
mbi.json,Mbi,https://mbi.com.tr,2,"youtube, github"
medyasoft.json,Medyasoft,https://medyasoft.com.tr,2,"youtube, github"
miateknoloji.json,Miateknoloji,https://miateknoloji.com,2,"facebook, github"
mobiltel.json,Mobiltel,https://mobiltel.com.tr,2,"youtube, github"
mobisis.json,Mobisis,https://mobisis.com,2,"youtube, github"
mplusgroupeu.json,Mplusgroup Eu,https://mplusgroup.eu/turkiye,2,"x, github"
neafor.json,Neafor,https://neafor.com.tr,2,"x, github"
netmon.json,Netmon,https://netmon.com.tr,2,"youtube, github"
next4biz.json,Next4biz,https://next4biz.com,2,"x, github"
ngtech.json,Ngtech,https://ngtech.com.tr,2,"youtube, github"
novatel.json,Novatel,https://novatel.com.tr,2,"x, github"
noventiq.json,Noventiq,https://noventiq.com.tr,2,"x, github"
noyabilgisayar.json,Noyabilgisayar,https://noyabilgisayar.com,2,"linkedin, github"
obase.json,Obase,https://obase.com,2,"instagram, github"
obss.json,Obss,https://obss.tech/en/,2,"youtube, github"
odya.json,Odya,https://odya.com.tr,2,"instagram, github"
ordulu.json,Ordulu,https://ordulu.com,2,"facebook, github"
pargesoft.json,Pargesoft,https://pargesoft.com.tr,2,"youtube, github"
pixel.json,Pixel,https://pixel.com.tr,2,"youtube, github"
postaguvercini.json,Postaguvercini,https://postaguvercini.com,2,"youtube, github"
profen.json,Profen,https://profen.com,2,"youtube, github"
redington.json,Redington,https://redington.com.tr,2,"instagram, github"
samm.json,Samm,https://samm.com,2,"youtube, github"
satko.json,Satko,https://satko.com.tr,2,"youtube, github"
sentez.json,Sentez,https://sentez.com,2,"youtube, github"
sitetelekom.json,Sitetelekom,https://sitetelekom.com.tr,2,"facebook, github"
spro.json,Spro,https://spro.com.tr,2,"youtube, github"
supplychainwizard.json,Supplychainwizard,https://supplychainwizard.com,2,"youtube, github"
tecpro.json,Tecpro,https://tecpro.com.tr,2,"x, github"
tekrom.json,Tekrom,https://tekrom.com.tr,2,"linkedin, github"
teletek.json,Teletek,https://teletek.net.tr,2,"youtube, github"
titra.json,Titra,https://titra.com.tr,2,"facebook, github"
toptel.json,Toptel,https://toptel.com.tr,2,"youtube, github"
turkcell.json,Turkcell,https://turkcell.com.tr,2,"youtube, github"
univis.json,Univis,https://univis.com.tr,2,"x, github"
vas.json,Vas,https://vas.com.tr,2,"x, github"
ventura.json,Ventura,https://ventura.com.tr,2,"instagram, github"
veribox.json,Veribox,https://veribox.com.tr,2,"youtube, github"
virgosol.json,Virgosol,https://virgosol.com,2,"x, github"
vodafone.json,Vodafone,https://vodafone.com,2,"youtube, github"
yazilim3d.json,Yazilim3d,https://yazilim3d.com.tr,2,"facebook, github"
zaferburo.json,Zaferburo,https://zaferburo.com.tr,2,"x, github"
adesso-turkey.json,Adesso Turkey Bilgi Teknolojileri Ltd. Şti.,https://www.adesso.com.tr,1,github
aims.json,Aims,https://aims.com.tr,1,github
altis.json,Altis,https://www.altis.com.tr,1,github
apsiyon.json,Apsiyon,https://apsiyon.com,1,github
arena.json,Arena,https://arena.com.tr,1,github
arkel.json,Arkel,https://arkel.com.tr,1,github
armadayazilim.json,Armada Yazılım,https://armadayazilim.com,1,github
artivearti.json,Artive Arti,https://artivearti.com,1,github
artronic.json,Artronic,https://artronic.com.tr,1,github
arvento.json,Arvento,https://arvento.com,1,github
asis.json,Asis,https://asis.com.tr,1,github
asiselektronik.json,Asis Elektronik,https://asiselektronik.com.tr,1,github
assistt.json,Assistt,https://assistt.com.tr,1,github
basarsoft.json,Başarsoft,https://basarsoft.com.tr,1,github
bekdata.json,Bekdata,https://bekdata.com,1,github
biletinial.json,Biletinial,https://biletinial.com,1,github
bilicra.json,Bilicra,https://bilicra.com,1,github
bilisim.json,Bilişim,https://bilisim.com.tr,1,github
bilkom.json,Bilkom,https://bilkom.com.tr,1,github
bilkur.json,Bilkur,https://bilkur.com.tr,1,github
bimser.json,Bimser,https://bimser.com.tr,1,github
biotekno.json,Bio Tekno,https://biotekno.com.tr,1,github
birfatura.json,Bir Fatura,https://birfatura.com,1,github
bitechnology.json,BI Technology,https://bitechnology.com,1,github
blink.json,Blink,https://blink.com.tr,1,github
boss.json,Boss,https://boss.com.tr,1,github
cozumevi.json,Cozumevi,https://cozumevi.com,1,github
d-teknoloji.json,D Teknoloji,https://d-teknoloji.com.tr,1,github
datagate.json,Datagate,https://datagate.com.tr,1,github
datamarket.json,Datamarket,https://datamarket.com.tr,1,github
datamind.json,Datamind,https://datamind.com.tr,1,github
despec.json,Despec,https://despec.com.tr,1,github
detaysoft.json,Detaysoft,https://detaysoft.com,1,github
egemsoft.json,Egemsoft,https://egemsoft.net,1,github
eray.json,Eray,https://eray.com.tr,1,github
erpateknoloji.json,Erpateknoloji,https://erpateknoloji.com,1,github
etgigrup.json,Etgigrup,https://etgigrup.com,1,github
etkkablo.json,Etkkablo,https://etkkablo.com,1,github
experilabs.json,Experilabs,https://experilabs.com,1,facebook
fixbilisim.json,Fixbilisim,https://fixbilisim.com.tr,1,github
fotech.json,Fotech,https://fotech.com.tr,1,github
gegi.json,Gegi,https://gegi.com.tr,1,github
geovisiongroup.json,Geovisiongroup,https://geovisiongroup.com,1,github
gsl.json,Gsl,https://gsl.com.tr,1,github
hitit.json,Hitit,https://hitit.com,1,github
hitsoft.json,Hitsoft,https://hitsoft.com.tr,1,github
ibss.json,İbss,https://ibss.com.tr,1,github
ideateknoloji.json,İdeateknoloji,https://ideateknoloji.com.tr,1,github
iksap.json,İksap,https://iksap.com,1,github
inavitas.json,İnavitas,https://inavitas.com,1,github
index.json,İndex,https://index.com.tr,1,github
innova.json,Innova,https://innova.com.tr,1,github
iriss.json,İriss,https://iriss.com.tr,1,github
isbak.json,İsbak,https://isbak.istanbul,1,github
isttelkom.json,İsttelkom,https://isttelkom.istanbul,1,github
kalemyazilim.json,Kalemyazilim,https://kalemyazilim.com,1,github
kocsistem.json,Kocsistem,https://kocsistem.com.tr,1,github
koda.json,Koda,https://koda.com.tr,1,github
koddata.json,Koddata,https://koddata.com,1,github
komtera.json,Komtera,https://komtera.com,1,github
konzek.json,Konzek,https://konzek.com,1,github
kyoceradocumentsolutions.json,Kyoceradocumentsolutions,https://kyoceradocumentsolutions.com.tr,1,github
lidyagrup.json,Lidyagrup,https://lidyagrup.com.tr,1,github
link.json,Link,https://link.com.tr,1,github
logo.json,Logo Yazılım,https://logo.com.tr,1,github
lunabilisim.json,Lunabilisim,https://lunabilisim.com.tr,1,github
mbis.json,Mbis,https://mbis.com.tr,1,github
milsoft.json,Milsoft,https://milsoft.com.tr,1,github
mobiliz.json,Mobiliz,https://mobiliz.com.tr,1,github
net-bt.json,Net Bt,https://net-bt.com.tr,1,github
netas.json,Netas,https://netas.com.tr,1,github
netbilisim-tr.json,Netbilisim Tr,https://netbilisim-tr.com,1,github
netcad.json,Netcad,https://netcad.com,1,github
netser.json,Netser,https://netser.com.tr,1,github
ngn.json,Ngn,https://ngn.com.tr,1,github
nokia.json,Nokia,https://nokia.com,1,github
odeal.json,Ode Al,https://ode.al,1,github
paytr.json,Paytr,https://paytr.com,1,github
penta.json,Penta,https://penta.com.tr,1,github
pmteknoloji.json,Pmteknoloji,https://pmteknoloji.com,1,github
posbilisim.json,Posbilisim,https://posbilisim.com,1,github
premierdc.json,Premierdc,https://premierdc.com.tr,1,github
prmyazilim.json,Prmyazilim,https://prmyazilim.com,1,github
prolink.json,Prolink,https://prolink.com.tr,1,github
proserv.json,Proserv,https://proserv.com.tr,1,github
protel.json,Protel,https://protel.com.tr,1,github
prysmiangroup.json,Prysmiangroup,https://prysmiangroup.com.tr,1,github
pt.json,Pt,https://pt.com.tr,1,github
rasyotek.json,Rasyotek,https://rasyotek.com.tr,1,github
reeder.json,Reeder,https://reeder.com.tr,1,github
regna.json,Regna,https://regna.com.tr,1,github
rivo.json,Rivo,https://rivo.com.tr,1,github
robotistan.json,Robotistan,https://robotistan.com,1,github
seyirmobil.json,Seyirmobil,https://seyirmobil.com,1,github
shipentegra.json,Shipentegra,https://shipentegra.com,1,github
sigmatelecom.json,Sigmatelecom,https://sigmatelecom.com,1,github
simsoft.json,Simsoft,https://simsoft.com.tr,1,github
sisoft.json,Sisoft,https://sisoft.com.tr,1,github
smartmessage.json,Smartmessage,https://smartmessage.com,1,github
softwareone.json,Softwareone,https://softwareone.com/tr-tr,1,github
solviads.json,Solviads,https://solviads.com,1,github
stm.json,Stm,https://stm.com.tr,1,github
stratus.json,Stratus,https://stratus.com.tr,1,github
teampro.json,Teampro,https://teampro.com.tr,1,github
technopc.json,Technopc,https://technopc.com.tr,1,github
teknasyon.json,Teknasyon,https://teknasyon.com,1,github
tescom-ups.json,Tescom Ups,https://tescom-ups.com,1,github
ticimax.json,Ticimax,https://ticimax.com,1,github
tigahealth.json,Tigahealth,https://tigahealth.com,1,github
turkbelge.json,Turkbelge,https://turkbelge.com.tr,1,github
turkkep.json,Turkkep,https://turkkep.com.tr,1,github
turktelekom.json,Turktelekom,https://turktelekom.com.tr,1,github
turkticaret.json,Turkticaret,https://turkticaret.net,1,github
ulakhaberlesme.json,Ulakhaberlesme,https://ulakhaberlesme.com.tr,1,github
univera.json,Univera,https://univera.com.tr,1,github
vectorgroup.json,Vectorgroup,https://vectorgroup.com.tr,1,github
vektora.json,Vektora,https://vektora.com,1,github
vescom.json,Vescom,https://vescom.com.tr,1,github
vitel.json,Vitel,https://vitel.com.tr,1,github
vmind.json,Vmind,https://vmind.com.tr,1,github
